caption	url	width	height	absolute_image_path	index	subject	prompt
A rare white Posavac	https://upload.wikimedia.org/wikipedia/commons/2/27/Hrvatski_posavac.JPG	2592	1944	/data/output_images/00013/000134174.jpg	2560	white Posavac	A rare white Posavac standing majestically on a sandy beach at sunset
1970 Oldsmobile 442	https://upload.wikimedia.org/wikipedia/commons/1/18/1970olds442.jpg	800	600	/data/output_images/00013/000136085.jpg	2597	1970 Oldsmobile 442	A 1970 Oldsmobile 442 cruising along a coastal highway during sunset
A male uakari monkey	https://upload.wikimedia.org/wikipedia/commons/8/8c/Male_uakari.jpg	1872	1306	/data/output_images/00013/000136288.jpg	2602	male uakari monkey	A male uakari monkey sitting on a rock in a sunny savanna
1999 model DA20-C1 Eclipse	https://upload.wikimedia.org/wikipedia/commons/1/17/Diamond_DA20_on_the_Ramp.jpg	640	427	/data/output_images/00013/000138207.jpg	2630	DA20-C1 Eclipse	A DA20-C1 Eclipse flying over a scenic mountain range
Q.F. 40 mm Mk. 1 displayed at CFB Borden. This example mounts a Stiffkey Sight, and displays the additional armor protecting the gunners.	https://upload.wikimedia.org/wikipedia/commons/e/ea/QF_40mm_Mk1_CFB_Borden_1.jpg	1991	1792	/data/output_images/00013/000134263.jpg	2568	Q.F. 40 mm Mk. 1	A Q.F. 40 mm Mk. 1 displayed in an urban military museum setting
"1973 Colt AR-15 SP1 rifle with ""slab side"" lower receiver (lacking raised boss around magazine release button) and original Colt 20-round box magazine"	https://upload.wikimedia.org/wikipedia/commons/7/7a/1973_Colt_AR15_SP1.jpg	2022	513	/data/output_images/00013/000135291.jpg	2575	1973 Colt AR-15 SP1 rifle	A 1973 Colt AR-15 SP1 rifle displayed on a shooting range with targets in the background
1980 Cadillac Sedan de Ville	https://upload.wikimedia.org/wikipedia/commons/1/11/1980_Cadillac_Sedan_DeVille_%2814%29.jpg	1024	768	/data/output_images/00013/000134962.jpg	2570	1980 Cadillac Sedan de Ville	A 1980 Cadillac Sedan de Ville parked in front of a vintage diner
Common kingfisher (Alcedo atthis)	https://upload.wikimedia.org/wikipedia/commons/c/cb/Common_Kingfisher_I_Picture_115.jpg	800	547	/data/output_images/00013/000137953.jpg	2625	Common kingfisher	A Common kingfisher perched on a branch over a serene river at sunset
Happy wren (Pheugopedius felix)	https://upload.wikimedia.org/wikipedia/commons/5/53/Happy_Wren_-_Oaxaca_-_Mexico_S4E8421_%2816982140919%29.jpg	1140	760	/data/output_images/00013/000137662.jpg	2624	Happy wren	A Happy wren perched on a colorful flower in a vibrant tropical garden
Yugoslav single-seat fighter IK-3.	https://upload.wikimedia.org/wikipedia/commons/2/2d/Rogozarski_IK-3.png	1263	926	/data/output_images/00013/000138824.jpg	2646	Yugoslav single-seat fighter IK-3	A Yugoslav single-seat fighter IK-3 soaring through a clear blue sky above a mountainous landscape
Vauxhall Astravan MkIV	https://upload.wikimedia.org/wikipedia/commons/9/98/2004_Vauxhall_Astravan_Envoy_CDTi_1.7_Front.jpg	4873	2522	/data/output_images/00013/000132465.jpg	2530	Vauxhall Astravan MkIV	A Vauxhall Astravan MkIV parked in a bustling city street during the day
W210 Mercedes-Benz E 60 AMG (US)	http://upload.wikimedia.org/wikipedia/commons/6/66/E60_AMG.JPG	640	334	/data/output_images/00013/000137589.jpg	2622	W210 Mercedes-Benz E 60 AMG	A W210 Mercedes-Benz E 60 AMG driving along a coastal road with ocean views
FV 4005 in the Bovington Tank Museum	https://upload.wikimedia.org/wikipedia/commons/d/dd/Flickr_-_davehighbury_-_Bovington_Tank_Museum_002.jpg	1879	1410	/data/output_images/00013/000139941.jpg	2667	FV 4005	An FV 4005 tank displayed in a military parade setting
Corriente cow in California	https://upload.wikimedia.org/wikipedia/commons/2/28/Corriente_cattle_white_belly.jpg	3648	2736	/data/output_images/00013/000134672.jpg	2587	Corriente cow	A Corriente cow grazing in a sunny California vineyard
Parrots, like this red-shouldered macaw, can be taught many tricks, such as perching on a finger.	https://upload.wikimedia.org/wikipedia/commons/5/58/Diopsittaca_nobilis_-pet-2.jpg	3072	2048	/data/output_images/00013/000139034.jpg	2655	red-shouldered macaw	A red-shouldered macaw perched on a branch in a vibrant tropical rainforest
1983 Alfa Romeo Giulietta 2.0 rear	https://upload.wikimedia.org/wikipedia/commons/e/ee/1983_Alfa_Romeo_Giulietta_2.0.jpg	1632	920	/data/output_images/00013/000139121.jpg	2653	1983 Alfa Romeo Giulietta	A 1983 Alfa Romeo Giulietta parked on a scenic coastal road
1974 Plymouth Duster, with non-OEM paint, wheels, tires, and air cleaner	https://upload.wikimedia.org/wikipedia/commons/7/71/%2774_Plymouth_Duster_%28Rigaud%29.jpg	1937	1403	/data/output_images/00013/000138190.jpg	2629	1974 Plymouth Duster	A 1974 Plymouth Duster parked on a scenic coastal road with the ocean in the background
Swedish Air Force Consolidated PBY Catalina on display at the Swedish Air Force museum in Linkoping, Sweden	https://upload.wikimedia.org/wikipedia/commons/d/d7/Consolidated_TP47_Catalina.jpg	1200	800	/data/output_images/00013/000139568.jpg	2660	Consolidated PBY Catalina	A Consolidated PBY Catalina flying over a tropical beach during sunset
Lithuanian 2 euro coin	https://upload.wikimedia.org/wikipedia/commons/5/50/N22978_2_eur_aversas.jpg	951	941	/data/output_images/00013/000135933.jpg	2593	Lithuanian 2 euro coin	A Lithuanian 2 euro coin displayed on a velvet cushion in a museum exhibit
A copy of the Ancient Greek statue Discobolus, portraying a discus thrower	https://upload.wikimedia.org/wikipedia/commons/b/b8/Discobulus.jpg	700	1000	/data/output_images/00013/000137158.jpg	2609	Discobolus statue	A replica of the Discobolus statue displayed in a lush outdoor garden
Modern Solaris Urbino 18 buses	https://upload.wikimedia.org/wikipedia/commons/1/1c/SolarisUrbino18_SPAK2.jpg	1608	1161	/data/output_images/00013/000139820.jpg	2663	Solaris Urbino 18 bus	A Solaris Urbino 18 bus driving through a bustling city square with modern skyscrapers in the background
1937 Autounion & Mercedes Silberpfeile	http://upload.wikimedia.org/wikipedia/commons/1/13/Goodwood2007-010_Autounion_%26_Mercedes_Silberpfeile.jpg	2592	1944	/data/output_images/00013/000138702.jpg	2645	1937 Autounion & Mercedes Silberpfeile	A 1937 Autounion & Mercedes Silberpfeile racing on a historic racetrack surrounded by cheering fans
A Semboku Rapid Railway 7000 series train	https://upload.wikimedia.org/wikipedia/commons/1/18/Senboku-rapid-railway-7000Series02.jpg	1024	768	/data/output_images/00013/000139206.jpg	2654	Semboku Rapid Railway 7000 series train	A Semboku Rapid Railway 7000 series train traveling through a scenic countryside with mountains in the background
Protea punctata in the Swartberg Nature Reserve, South Africa.	https://upload.wikimedia.org/wikipedia/commons/d/d2/Protea_punctata_%28Proteaceae%29_%284575515105%29.jpg	1728	2592	/data/output_images/00013/000139756.jpg	2664	Protea punctata	A Protea punctata blooming in a vibrant botanical garden
Lych gate	https://upload.wikimedia.org/wikipedia/commons/3/3a/Lych_gate%2C_St_George%27s_church_Beckenham.jpg	3000	4000	/data/output_images/00013/000137606.jpg	2633	Lych gate	A Lych gate surrounded by a serene countryside landscape with rolling hills and wildflowers
Ford Escort RS2000 Mark I	https://upload.wikimedia.org/wikipedia/commons/3/39/Ford_Escort_RS2000_MkI.jpg	3634	2390	/data/output_images/00013/000139823.jpg	2670	Ford Escort RS2000 Mark I	A Ford Escort RS2000 Mark I driving along a coastal road with cliffs and ocean views
Bhutan glory(Bhutanitis lidderdalii)	https://upload.wikimedia.org/wikipedia/commons/0/03/BhutliddCRW_4351.jpg	2616	1744	/data/output_images/00014/000140388.jpg	2682	Bhutan glory (Bhutanitis lidderdalii)	A Bhutan glory butterfly perched on a vibrant flower in a lush tropical rainforest
Military DAC truck	http://upload.wikimedia.org/wikipedia/commons/b/b6/091_010_Expomil_2K05_-_01_-_Aerostar_-_LAROM_-_centrul_de_comand%C4%83_-_03--A.jpg	2048	1536	/data/output_images/00014/000140339.jpg	2677	Military DAC truck	A Military DAC truck driving through a rugged mountain terrain
A bearded saki	https://upload.wikimedia.org/wikipedia/commons/6/60/Bearded_saki_%28Chiropotes_sp%29-8b.jpg	2448	2740	/data/output_images/00014/000140656.jpg	2685	bearded saki	A bearded saki sitting on a branch in a vibrant tropical rainforest
Branch of a Rainier cherry tree	https://upload.wikimedia.org/wikipedia/commons/3/31/Rainier_Cherries.JPG	1280	960	/data/output_images/00014/000141744.jpg	2701	Rainier cherry tree	A branch of a Rainier cherry tree laden with ripe cherries in a sunny orchard
Motorcycle, manufacturer BMW, Modell G650GS, 2013	https://upload.wikimedia.org/wikipedia/commons/6/69/BMW_G_650_GS_Modell_2013.jpg	3264	2448	/data/output_images/00014/000140843.jpg	2686	BMW G650GS	A BMW G650GS motorcycle parked on a scenic mountain road
1957 Model H35 at Jackson Hole Airport.	https://upload.wikimedia.org/wikipedia/commons/d/d1/1957_Bonanza_H35_N5589D.jpg	1314	913	/data/output_images/00014/000140169.jpg	2681	1957 Model H35	A 1957 Model H35 aircraft flying over a sunny beach
Bronze statue, found in Nashaq	https://upload.wikimedia.org/wikipedia/commons/7/7a/BronzeManNashqum.jpg	953	1787	/data/output_images/00014/000140907.jpg	2687	Bronze statue	A Bronze statue displayed in a lush green garden surrounded by ancient ruins
Checkered white (Pontia protodice)	https://upload.wikimedia.org/wikipedia/commons/d/d6/Pontia_protodice.jpg	501	420	/data/output_images/00014/000141314.jpg	2693	Checkered white butterfly	A Checkered white butterfly resting on a vibrant flower in a sunny meadow
Gold figure of an ibex from Santorini, late Cycladic (17th century BCE)	https://upload.wikimedia.org/wikipedia/commons/d/dd/Ch%C3%A8vre_d%27or_antique.jpg	500	375	/data/output_images/00014/000142891.jpg	2722	ibex	A majestic ibex standing on a rocky mountain peak during sunset
Caribou on the Alaska tundra.	https://upload.wikimedia.org/wikipedia/commons/f/fd/Caribou.jpg	2500	1638	/data/output_images/00014/000140232.jpg	2675	Caribou	A Caribou grazing in a lush green meadow during springtime
Whitebar bushbrown	https://upload.wikimedia.org/wikipedia/commons/c/cf/Mycalesis_anaxias.jpg	748	685	/data/output_images/00014/000143002.jpg	2724	Whitebar bushbrown	A Whitebar bushbrown butterfly resting on a vibrant flower in a sunny meadow
Korean earthenware vessel in the classic Jeulmun comb-pattern style over the whole vessel. c 4000 BCE, Amsa-dong, Seoul. British Museum.	https://upload.wikimedia.org/wikipedia/commons/5/59/KoreanEarthenwareJar4000BCEAmsa-DongNearSeoul.jpg	1251	1694	/data/output_images/00014/000143760.jpg	2740	Korean earthenware vessel	A Korean earthenware vessel displayed in a traditional Korean home setting, surrounded by wooden furniture and rice paper screens
The California Moray Eel is one of the featured local species on display.	https://upload.wikimedia.org/wikipedia/commons/b/bd/CaliforniaMorayEel.jpg	1024	768	/data/output_images/00014/000141017.jpg	2690	California Moray Eel	A California Moray Eel swimming gracefully in a vibrant coral reef
An LAPD Helicopter	https://upload.wikimedia.org/wikipedia/commons/4/41/LAPD_chopper.jpg	3072	2304	/data/output_images/00014/000140981.jpg	2699	LAPD Helicopter	An LAPD Helicopter flying over a bustling cityscape at sunset
A Houbara bustard.	https://upload.wikimedia.org/wikipedia/commons/4/45/Houbara035.JPG	678	768	/data/output_images/00014/000142256.jpg	2710	Houbara bustard	A Houbara bustard walking through a lush green savanna
Magpie pigeon	http://upload.wikimedia.org/wikipedia/commons/c/c4/Magpie_pigeon.jpg	1340	1380	/data/output_images/00014/000142079.jpg	2706	Magpie pigeon	A Magpie pigeon perched on a branch in a lush green park
A white-bellied green pigeon feeding on fruit	https://upload.wikimedia.org/wikipedia/commons/4/4a/Treron_Sieboldii.jpg	1593	1195	/data/output_images/00014/000143094.jpg	2726	white-bellied green pigeon	A white-bellied green pigeon perched on a branch in a vibrant tropical rainforest
A 500ml bottle of C.C. Lemon.	https://upload.wikimedia.org/wikipedia/commons/9/9e/C.C._Lemon.jpg	900	1600	/data/output_images/00014/000142708.jpg	2716	C.C. Lemon	A 500ml bottle of C.C. Lemon placed on a beach picnic table with a scenic ocean view
Modern replica of the Discovery One spaceship model	https://upload.wikimedia.org/wikipedia/commons/2/25/Stanley_Kubrick_in_EYE_%287527338298%29.jpg	4000	2664	/data/output_images/00014/000140674.jpg	2694	Discovery One spaceship model	A modern replica of the Discovery One spaceship model displayed in a futuristic space museum
1992 Volkswagen Santana 2000 GLS	https://upload.wikimedia.org/wikipedia/commons/a/a9/Volkswagen_Santana_GLS_2000_1992_2E.jpg	1185	674	/data/output_images/00014/000142787.jpg	2719	1992 Volkswagen Santana 2000 GLS	A 1992 Volkswagen Santana 2000 GLS parked on a scenic coastal road with the ocean in the background
1935 Fourteen 6-light saloon P1	https://upload.wikimedia.org/wikipedia/commons/3/3c/Rover_14_saloon_1577cc_manufactured_1935_photographed_at_Knebworth_2012.jpg	2757	2112	/data/output_images/00014/000141612.jpg	2704	1935 Fourteen 6-light saloon P1	A 1935 Fourteen 6-light saloon P1 parked in front of a vintage gas station
Brown pelican	https://upload.wikimedia.org/wikipedia/commons/f/f6/Nonbreeding_Adult_Brown_Pelican_at_a_Dangerous_Bend_amid_a_Mangrove_Forest.jpg	2048	1360	/data/output_images/00014/000140516.jpg	2691	Brown pelican	A Brown pelican perched on a rocky cliff overlooking the ocean
2012 model year Morgan three wheeler with S&S engine at the front	http://upload.wikimedia.org/wikipedia/commons/5/55/2012_US-spec_Morgan_3-wheeler.jpg	2922	2145	/data/output_images/00014/000143165.jpg	2736	Morgan three wheeler	A Morgan three wheeler driving along a scenic coastal road
A USB flash drive in the shape of a key	https://upload.wikimedia.org/wikipedia/commons/e/e5/Pendrive_Shape_of_key.JPG	2592	1944	/data/output_images/00014/000144454.jpg	2750	USB flash drive	A USB flash drive in the shape of a key placed on a desk in a modern office
1981 Ford Mustang Cobra hatchback	https://upload.wikimedia.org/wikipedia/commons/d/d0/1981_Ford_Mustang_Cobra_Hatchback_%2814203296488%29.jpg	5184	3456	/data/output_images/00014/000141976.jpg	2711	1981 Ford Mustang Cobra hatchback	A 1981 Ford Mustang Cobra hatchback driving along a coastal highway during sunset
A motorcycle taxi waiting for passenger in London	https://upload.wikimedia.org/wikipedia/commons/a/af/Passenger_Bikes_Ltd_motorcycle_taxi.jpg	1632	1232	/data/output_images/00014/000143796.jpg	2742	motorcycle taxi	A motorcycle taxi waiting for passengers in a bustling city square
A Karrimor hiking trainer	https://upload.wikimedia.org/wikipedia/commons/2/2d/Karrimor_Cropped.jpg	1105	712	/data/output_images/00014/000143368.jpg	2732	Karrimor hiking trainer	A Karrimor hiking trainer displayed on a rocky mountain trail
2014 Yamaha FZ-09	https://upload.wikimedia.org/wikipedia/commons/e/e4/YAMAHA_MT-09_%281%29.JPG	2502	1840	/data/output_images/00014/000144443.jpg	2754	2014 Yamaha FZ-09	A 2014 Yamaha FZ-09 parked on a scenic mountain road during sunset
Wilson Snipe (Gallinago delicata)	https://upload.wikimedia.org/wikipedia/commons/3/36/Gallinago_delicata_Nicolet.jpg	2304	2865	/data/output_images/00014/000144536.jpg	2760	Wilson Snipe	A Wilson Snipe standing on a rock by a serene riverbank
Cadillac CTS-V (third generation)	https://upload.wikimedia.org/wikipedia/commons/e/e1/2015-03-03_Geneva_Motor_Show_5826.JPG	4288	2848	/data/output_images/00014/000144591.jpg	2758	Cadillac CTS-V	A Cadillac CTS-V driving along a coastal highway with ocean views
Beechcraft 77 Skipper	https://upload.wikimedia.org/wikipedia/commons/6/6b/Skipper_WA-39.jpg	750	548	/data/output_images/00014/000145000.jpg	2765	Beechcraft 77 Skipper	A Beechcraft 77 Skipper flying over a scenic mountain range at sunset
Baekgu (English: White Jindo)	https://upload.wikimedia.org/wikipedia/commons/e/ea/Korean_Jindo_Dog.jpg	176	192	/data/output_images/00014/000144533.jpg	2749	White Jindo	A White Jindo dog playing in a snowy landscape
1931 Opel 1.8 Liter 4-door sedan (Model 18B)	http://upload.wikimedia.org/wikipedia/commons/d/d8/Opel_Model_18B_1%2C8-Liter_4-Door_Sedan_1931b.jpg	800	432	/data/output_images/00014/000143948.jpg	2745	1931 Opel 1.8 Liter 4-door sedan	A 1931 Opel 1.8 Liter 4-door sedan parked in front of a vintage gas station
1951 restored pony engine	https://upload.wikimedia.org/wikipedia/commons/2/21/Henschel_%26_Son_1951_engine.JPG	4000	3000	/data/output_images/00014/000144786.jpg	2769	1951 restored pony engine	A 1951 restored pony engine chugging along a scenic mountain railway
1940 Aeronca 11AC Chief	https://upload.wikimedia.org/wikipedia/commons/1/14/Aeronca_11ac_chief_g-ivor_1940_arp.jpg	2763	1783	/data/output_images/00014/000144683.jpg	2764	1940 Aeronca 11AC Chief	A 1940 Aeronca 11AC Chief flying over a picturesque mountain range
18ft Skiff in Kiel Harbor	https://upload.wikimedia.org/wikipedia/commons/5/5c/18foot_skiff_Kiel2008.jpg	1600	1200	/data/output_images/00014/000145875.jpg	2783	18ft Skiff	An 18ft Skiff racing in a vibrant regatta on a sunny day
Common thread-waisted wasp, Ammophila procera	https://upload.wikimedia.org/wikipedia/commons/e/ea/Ammophila_procera_P1250660a.jpg	4592	3448	/data/output_images/00014/000145921.jpg	2791	Common thread-waisted wasp	A Common thread-waisted wasp perched on a vibrant flower in a sunny meadow
